space_group,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state,density,vpa,packing fraction
136,13.0,39.0,26.0,28.6,12.48,39.0,12.0,73.0,61.0,36.4,29.279999999999994,12.0,26.9815386,88.90585,61.9243114,64.13612544,29.723669472,88.90585,933.47,1799.0,865.53,1452.788,415.45439999999996,1799.0,3.0,13.0,10.0,7.0,4.8,3.0,3.0,5.0,2.0,4.2,0.96,5.0,121.0,190.0,69.0,162.4,33.12,190.0,1.22,1.61,0.3900000000000001,1.3760000000000001,0.1872000000000001,1.22,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.4,0.4800000000000001,0.0,0.0,1.0,1.0,0.6,0.4800000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,2.4,0.0,0.0,9.0,9.0,5.4,4.32,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,4.0,7.4,1.92,9.0,16.48,32.365,15.885000000000002,26.011000000000003,7.6248000000000005,32.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,206.4,14.88,194.0,0,0,0,0.0,4.089493997218388,26.04247419018543,0.6884870808026033
194,4.0,42.0,38.0,16.666666666666668,16.88888888888889,4.0,50.0,67.0,17.0,61.333333333333336,7.5555555555555545,67.0,9.012182,95.96,86.947818,37.994788,38.64347466666666,9.012182,1560.0,2896.0,1336.0,2005.3333333333333,593.7777777777777,1560.0,2.0,6.0,4.0,3.3333333333333335,1.777777777777778,2.0,2.0,5.0,3.0,3.0,1.3333333333333333,2.0,96.0,154.0,58.0,115.33333333333333,25.777777777777775,96.0,1.57,2.16,0.5900000000000001,1.7666666666666668,0.2622222222222223,1.57,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.6666666666666667,2.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.3333333333333335,1.777777777777778,2.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.6666666666666667,2.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,2.6666666666666665,0.0,7.89,15.69,7.8,10.49,3.466666666666667,7.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,205.66666666666666,15.555555555555552,194.0,0,0,0,0.0,6.031691555950969,10.458220377417065,0.7161239754906148
194,29.0,48.0,19.0,35.333333333333336,8.444444444444445,29.0,64.0,70.0,6.0,66.0,2.6666666666666665,64.0,63.546,112.411,48.865,79.83433333333333,21.71777777777778,63.546,594.22,1357.77,763.55,1103.2533333333333,339.35555555555555,1357.77,11.0,12.0,1.0,11.333333333333334,0.44444444444444464,11.0,4.0,5.0,1.0,4.333333333333333,0.44444444444444436,4.0,132.0,144.0,12.0,136.0,5.333333333333333,132.0,1.69,1.9,0.20999999999999996,1.83,0.09333333333333327,1.9,1.0,2.0,1.0,1.3333333333333333,0.4444444444444444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,1.0,11.333333333333334,0.44444444444444464,11.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,11.07,19.495,8.425,13.878333333333336,3.7444444444444454,11.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,214.66666666666666,13.77777777777778,225.0,0,0,0,0.0,8.84281462149542,14.991610141155242,0.8051285615333554
167,12.0,77.0,65.0,24.1875,19.8046875,12.0,60.0,68.0,8.0,66.5,2.4375,68.0,24.305,192.217,167.912,55.7885,51.16068750000001,24.305,923.0,2739.0,1816.0,1263.5,553.3125,923.0,2.0,9.0,7.0,3.3125,2.1328125,2.0,3.0,6.0,3.0,3.5625,0.9140625,3.0,141.0,141.0,0.0,141.0,0.0,141.0,1.31,2.2,0.8900000000000001,1.4768750000000002,0.27117187500000006,1.31,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.3125,2.1328125,0.0,0.0,14.0,14.0,2.625,4.265625,0.0,2.0,23.0,21.0,5.9375,6.3984375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.5625,0.9140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.5625,0.9140625,0.0,14.21,22.89,8.68,21.2625,2.6446875000000007,22.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,199.8125,9.4453125,194.0,0,0,0,0.0,4.662065671834612,19.870801965893133,0.6753035015390504
194,72.0,75.0,3.0,74.0,1.3333333333333333,75.0,45.0,54.0,9.0,51.0,4.0,54.0,178.49,186.207,7.7169999999999845,183.63466666666667,3.4297777777777676,186.207,2506.0,3459.0,953.0,3141.3333333333335,423.5555555555555,3459.0,4.0,7.0,3.0,6.0,1.3333333333333333,7.0,6.0,6.0,0.0,6.0,0.0,6.0,151.0,175.0,24.0,159.0,10.666666666666666,151.0,1.3,1.9,0.5999999999999999,1.7,0.2666666666666666,1.9,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.0,1.3333333333333333,5.0,14.0,14.0,0.0,14.0,0.0,14.0,18.0,21.0,3.0,20.0,1.3333333333333333,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.0,1.3333333333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.0,1.3333333333333333,5.0,14.655,22.2,7.545,17.169999999999998,3.353333333333333,14.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0,0,0,0,0.0,17.49760865005361,17.42709784408937,0.6926094990687702
166,6.0,6.0,0.0,6.0,0.0,6.0,77.0,77.0,0.0,77.0,0.0,77.0,12.0107,12.0107,0.0,12.0107,0.0,12.0107,3823.0,3823.0,0.0,3823.0,0.0,3823.0,14.0,14.0,0.0,14.0,0.0,14.0,2.0,2.0,0.0,2.0,0.0,2.0,76.0,76.0,0.0,76.0,0.0,76.0,2.55,2.55,0.0,2.55,0.0,2.55,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,5.64,5.64,0.0,5.64,0.0,5.64,4.496,4.496,0.0,4.496,0.0,4.496,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0,0,0,0,0.0,1.8866391047000481,10.571304558209876,0.13591085493094798
220,6.0,39.0,33.0,19.2,15.839999999999998,6.0,12.0,77.0,65.0,51.0,31.2,77.0,12.0107,88.90585,76.89515,42.76876,36.909672,12.0107,1799.0,3823.0,2024.0,3013.4,971.5200000000001,3823.0,3.0,14.0,11.0,9.6,5.279999999999999,14.0,2.0,5.0,3.0,3.2,1.44,2.0,76.0,190.0,114.0,121.6,54.720000000000006,76.0,1.22,2.55,1.3299999999999998,2.018,0.6384,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,1.0,1.0,0.4,0.4800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.6,0.48,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,9.0,9.0,3.6,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,6.0,2.4,4.0,5.64,32.365,26.725,16.330000000000002,12.828000000000003,5.64,0.0,4.496,4.496,2.6976000000000004,2.1580800000000004,4.496,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0,-4,3,7,4.107919181288746,5.039950338942321,14.091249324679541,0.754628817421238
123,46.0,48.0,2.0,47.0,1.0,46.0,62.0,70.0,8.0,66.0,4.0,62.0,106.42,112.411,5.991,109.41550000000001,2.9955,106.42,594.22,1828.05,1233.83,1211.135,616.915,594.22,10.0,12.0,2.0,11.0,1.0,10.0,5.0,5.0,0.0,5.0,0.0,5.0,139.0,144.0,5.0,141.5,2.5,139.0,1.69,2.2,0.5100000000000002,1.945,0.2550000000000001,1.69,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,2.0,11.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.41,19.495,5.085000000000001,16.9525,2.5425000000000004,14.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,209.5,15.5,194.0,0,0,0,0.0,10.310501737219713,17.621713944889525,0.7687269107452483
51,13.0,78.0,65.0,56.333333333333336,28.888888888888886,78.0,63.0,73.0,10.0,66.33333333333333,4.444444444444443,63.0,26.9815386,195.084,168.1024614,139.04984620000002,74.71220506666667,195.084,933.47,2041.4,1107.93,1672.0900000000001,492.41333333333336,2041.4,10.0,13.0,3.0,11.0,1.3333333333333333,10.0,3.0,6.0,3.0,5.0,1.3333333333333333,6.0,121.0,136.0,15.0,131.0,6.666666666666667,136.0,1.61,2.28,0.6699999999999997,2.0566666666666666,0.29777777777777764,2.28,1.0,2.0,1.0,1.3333333333333333,0.4444444444444444,1.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,9.0,9.0,6.0,4.0,9.0,0.0,14.0,14.0,9.333333333333334,6.222222222222221,14.0,3.0,24.0,21.0,17.0,9.333333333333334,24.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,0.0,5.0,5.0,1.6666666666666667,2.222222222222222,0.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0,1.3333333333333333,2.0,15.02,16.48,1.4600000000000009,15.506666666666666,0.6488888888888891,15.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,225.0,0.0,225.0,0.0,225.0,0,0,0,0.0,15.38803984759152,15.00501065156527,0.6396356732103228
139,13.0,24.0,11.0,20.333333333333332,4.888888888888889,24.0,49.0,73.0,24.0,57.0,10.666666666666666,49.0,26.9815386,51.9961,25.014561399999998,43.65791286666666,11.117582844444444,51.9961,933.47,2180.0,1246.53,1764.49,554.0133333333333,2180.0,6.0,13.0,7.0,8.333333333333334,3.111111111111111,6.0,3.0,4.0,1.0,3.6666666666666665,0.4444444444444445,4.0,121.0,139.0,18.0,133.0,8.0,139.0,1.61,1.66,0.04999999999999982,1.6433333333333333,0.022222222222222143,1.66,1.0,2.0,1.0,1.3333333333333333,0.4444444444444444,1.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,5.0,5.0,3.3333333333333335,2.222222222222222,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,5.0,1.3333333333333333,6.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,0.0,5.0,5.0,1.6666666666666667,2.222222222222222,0.0,0.0,5.0,5.0,3.3333333333333335,2.222222222222222,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,5.666666666666667,0.44444444444444436,6.0,11.19,16.48,5.290000000000001,12.953333333333333,2.3511111111111114,11.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,229.0,4.0,227.66666666666666,1.777777777777781,229.0,0,0,0,0.0,5.749459445863448,12.609127964799733,0.8239880294023221
55,45.0,72.0,27.0,55.125,12.65625,45.0,45.0,59.0,14.0,53.75,6.5625,59.0,102.9055,178.49,75.5845,131.2496875,35.430234375,102.9055,2237.0,2506.0,269.0,2337.875,126.09375,2237.0,4.0,9.0,5.0,7.125,2.34375,9.0,5.0,6.0,1.0,5.375,0.46875,5.0,142.0,175.0,33.0,154.375,15.46875,142.0,1.3,2.28,0.9799999999999998,1.9124999999999999,0.45937499999999987,2.28,1.0,2.0,1.0,1.375,0.46875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,5.75,2.8125,8.0,0.0,14.0,14.0,5.25,6.5625,0.0,9.0,18.0,9.0,12.375,4.21875,9.0,0.0,1.0,1.0,0.625,0.46875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.25,2.8125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,4.875,2.34375,3.0,13.64,22.2,8.559999999999999,16.85,4.012499999999999,13.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,213.375,14.53125,225.0,0,0,0,0.0,13.20924435747623,16.499447483491966,0.7449156022529699
15,8.0,51.0,43.0,20.285714285714285,17.551020408163264,8.0,85.0,87.0,2.0,86.42857142857143,0.816326530612244,87.0,15.9994,121.76,105.76060000000001,46.21671428571428,43.167591836734694,15.9994,54.8,903.78,848.98,297.36571428571426,346.5224489795918,54.8,15.0,16.0,1.0,15.714285714285714,0.4081632653061228,16.0,2.0,5.0,3.0,2.857142857142857,1.2244897959183676,2.0,66.0,139.0,73.0,86.85714285714286,29.79591836734694,66.0,2.05,3.44,1.3900000000000001,3.0428571428571423,0.5673469387755105,3.44,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.7142857142857144,0.4081632653061224,4.0,0.0,10.0,10.0,2.857142857142857,4.081632653061225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,9.0,8.571428571428571,3.673469387755102,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.2857142857142856,0.4081632653061224,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.2857142857142856,0.4081632653061224,2.0,9.105,31.56,22.455,15.520714285714288,9.16530612244898,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,166.0,154.0,56.0,62.857142857142854,12.0,-2,5,7,4.949747468305833,6.375681704748084,12.037090801469239,0.3568018574914601
64,14.0,26.0,12.0,18.0,5.333333333333333,14.0,55.0,78.0,23.0,70.33333333333333,10.222222222222223,78.0,28.0855,55.845,27.7595,37.33866666666666,12.337555555555554,28.0855,1687.0,1811.0,124.0,1728.3333333333333,55.111111111111086,1687.0,8.0,14.0,6.0,12.0,2.6666666666666665,14.0,3.0,4.0,1.0,3.3333333333333335,0.4444444444444445,3.0,111.0,132.0,21.0,118.0,9.333333333333334,111.0,1.83,1.9,0.06999999999999984,1.8766666666666667,0.031111111111111017,1.9,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,6.0,6.0,2.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,5.333333333333333,1.7777777777777777,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,10.73,20.44,9.71,17.203333333333333,4.315555555555556,20.44,0.0,0.773,0.773,0.5153333333333333,0.3435555555555556,0.773,0.0,2.1106628,2.1106628,0.7035542666666667,0.9380723555555557,0.0,227.0,229.0,2.0,227.66666666666666,0.8888888888888857,227.0,0,0,0,0.0,4.958418494381151,12.50445374165489,0.6036409190655396
74,20.0,30.0,10.0,26.666666666666668,4.444444444444444,30.0,7.0,69.0,62.0,48.333333333333336,27.555555555555554,69.0,40.078,65.38,25.301999999999992,56.946,11.24533333333333,65.38,692.68,1115.0,422.32000000000005,833.4533333333333,187.6977777777778,692.68,2.0,12.0,10.0,8.666666666666666,4.444444444444445,12.0,4.0,4.0,0.0,4.0,0.0,4.0,122.0,176.0,54.0,140.0,24.0,122.0,1.0,1.65,0.6499999999999999,1.4333333333333333,0.2888888888888888,1.65,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,6.666666666666667,4.444444444444444,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,10.0,8.666666666666666,4.444444444444445,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.96,37.77,23.810000000000002,21.896666666666665,10.582222222222223,13.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,204.33333333333334,13.77777777777778,194.0,0,0,0,0.0,4.414407727373405,21.428279235587198,0.7006475474041584
63,13.0,25.0,12.0,14.714285714285714,2.9387755102040813,13.0,52.0,73.0,21.0,70.0,5.142857142857143,73.0,26.9815386,54.938045,27.956506400000002,30.97532522857143,6.846491363265306,26.9815386,933.47,1519.0,585.53,1017.1171428571428,143.39510204081623,933.47,7.0,13.0,6.0,12.142857142857142,1.4693877551020411,13.0,3.0,4.0,1.0,3.142857142857143,0.24489795918367344,3.0,121.0,139.0,18.0,123.57142857142857,4.408163265306121,121.0,1.55,1.61,0.06000000000000005,1.6014285714285716,0.014693877551020331,1.61,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.8571428571428571,0.2448979591836735,1.0,0.0,5.0,5.0,0.7142857142857143,1.2244897959183674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,3.5714285714285716,0.979591836734694,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.285714285714286,1.2244897959183676,5.0,0.0,5.0,5.0,0.7142857142857143,1.2244897959183674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,10.4875862069,16.48,5.992413793100001,15.6239408867,1.4675299085142863,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,4.4302955665e-05,7.594792399714285e-05,0.0,217.0,225.0,8.0,223.85714285714286,1.9591836734693848,225.0,0,0,0,0.0,3.3517057870880125,15.34613743271637,0.56395229092558
55,22.0,45.0,23.0,36.375,10.78125,45.0,43.0,59.0,16.0,53.0,7.5,59.0,47.867,102.9055,55.038500000000006,82.2660625,25.799296875000003,102.9055,1941.0,2237.0,296.0,2126.0,138.75,2237.0,4.0,9.0,5.0,7.125,2.34375,9.0,4.0,5.0,1.0,4.625,0.46875,5.0,142.0,160.0,18.0,148.75,8.4375,142.0,1.54,2.28,0.7399999999999998,2.0025,0.3468749999999999,2.28,1.0,2.0,1.0,1.375,0.46875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,5.75,2.8125,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,7.125,2.34375,9.0,0.0,1.0,1.0,0.625,0.46875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.25,2.8125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,4.875,2.34375,3.0,13.64,16.69,3.0500000000000007,14.783750000000001,1.4296875000000004,13.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,8.4499999999875e-06,1.0562499999984377e-05,0.0,194.0,225.0,31.0,213.375,14.53125,225.0,0,0,0,0.0,9.259949909579642,14.752348767598086,0.7288000017938182
139,13.0,20.0,7.0,14.4,2.24,13.0,7.0,73.0,66.0,59.8,21.12,73.0,26.9815386,40.078,13.096461400000003,29.60083088,4.190867648,26.9815386,933.47,1115.0,181.52999999999997,969.7760000000001,58.08960000000002,933.47,2.0,13.0,11.0,10.8,3.5199999999999996,13.0,3.0,4.0,1.0,3.2,0.3200000000000001,3.0,121.0,176.0,55.0,132.0,17.6,121.0,1.0,1.61,0.6100000000000001,1.488,0.1952000000000001,1.61,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.8,0.31999999999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.8,0.3200000000000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,1.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,1.6,5.0,16.48,37.77,21.290000000000003,20.738,6.8128,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,225.0,0.0,225.0,0.0,225.0,0,0,0,0.0,2.3139443342439603,21.242229276064073,0.5381162890809155
64,30.0,79.0,49.0,66.75,18.375,79.0,66.0,69.0,3.0,66.75,1.125,66.0,65.38,196.966569,131.586569,164.06992675,49.34496337499999,196.966569,692.68,1337.33,644.65,1176.1675,241.74374999999995,1337.33,11.0,12.0,1.0,11.25,0.375,11.0,4.0,6.0,2.0,5.5,0.75,6.0,122.0,136.0,14.0,132.5,5.25,136.0,1.65,2.54,0.8900000000000001,2.3175,0.3337500000000001,2.54,1.0,2.0,1.0,1.25,0.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,10.5,5.25,14.0,12.0,25.0,13.0,21.75,4.875,25.0,0.0,1.0,1.0,0.75,0.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,0.375,1.0,13.96,16.7,2.7399999999999984,16.015,1.027499999999999,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,217.25,11.625,225.0,0,0,0,0.0,15.760278654638194,17.287547250988816,0.5961513539470922
